ID,Sector,WorkFromHome,HoursWorkedPerDay,MeetingsPerDay,CommuteChange,StressLevel,ProductivityChange,HealthIssues,ChildcareResponsibilities,SalaryChange,JobSecurity,TechnologyAdaptation,CollaborationChallenges,ProductivityResilienceIndex,Age,YearsExperience,StressLevel_Numeric,ProductivityChange_Numeric,TechAdaptation_Numeric,CollaborationChallenges_Numeric,JobSecurity_Numeric,WorkFromHome_Numeric,HealthIssues_Numeric,ChildcareResponsibilities_Numeric
7663,Retail,True,10.7,7,No Change,Medium,No Change,False,False,Decreased,Secure,Fair,Severe,71.9,57,14,2,0,2,3,2,1,0,0
7664,Retail,True,8.2,4,No Change,Medium,No Change,False,False,No Change,Secure,Poor,Minor,63.9,39,19,2,0,1,1,2,1,0,0
7665,Finance,True,7.5,3,Decreased,High,Decreased,False,False,No Change,At Risk,Good,Moderate,25.4,38,18,3,-1,3,2,0,1,0,0
7666,Education,True,6.9,4,Decreased,High,Increased,False,False,Increased,At Risk,Good,Moderate,31.2,56,0,3,1,3,2,0,1,0,0
7667,Healthcare,False,9.9,5,Decreased,High,No Change,False,True,Decreased,At Risk,Poor,Moderate,13.9,27,7,3,0,1,2,0,0,0,1
7668,Education,True,10.0,6,Decreased,High,No Change,False,True,Decreased,Secure,Good,Severe,58.6,43,7,3,0,3,3,2,1,0,1
7669,Education,True,9.1,3,Decreased,Medium,No Change,False,False,Increased,At Risk,Good,Minor,37.2,55,6,2,0,3,1,0,1,0,0
7670,Retail,True,8.8,4,Decreased,Medium,Decreased,False,True,Decreased,Secure,Fair,Minor,68.9,44,7,2,-1,2,1,2,1,0,1
7671,Finance,True,11.0,3,Decreased,Medium,No Change,False,False,Decreased,Uncertain,Excellent,Severe,65.7,41,21,2,0,4,3,1,1,0,0
7672,Retail,True,10.8,3,No Change,High,No Change,True,True,Increased,Secure,Fair,None,30.3,29,9,3,0,2,0,2,1,1,1
7673,Finance,True,8.7,5,Decreased,Low,Increased,False,False,Decreased,Uncertain,Poor,Minor,54.7,47,27,1,1,1,1,1,1,0,0
7674,Healthcare,True,9.8,8,Decreased,High,Decreased,False,True,No Change,Uncertain,Good,Minor,54.8,55,23,3,-1,3,1,1,1,0,1
7675,Retail,True,8.4,4,No Change,Medium,Decreased,False,False,Decreased,Uncertain,Excellent,Minor,60.3,59,21,2,-1,4,1,1,1,0,0
7676,Healthcare,True,9.4,8,Decreased,Medium,Decreased,False,False,No Change,Secure,Excellent,Severe,92.1,38,9,2,-1,4,3,2,1,0,0
7677,Education,True,8.3,6,Decreased,Low,Increased,True,False,Increased,Uncertain,Fair,None,56.4,35,15,1,1,2,0,1,1,1,0
7678,Retail,True,6.6,8,Decreased,High,No Change,False,True,Decreased,Secure,Excellent,Moderate,63.0,44,11,3,0,4,2,2,1,0,1
7679,Education,True,10.1,8,No Change,Medium,Increased,False,False,Increased,At Risk,Good,Severe,39.9,26,4,2,1,3,3,0,1,0,0
7680,Finance,False,10.5,2,Increased,High,Increased,False,True,No Change,At Risk,Good,Moderate,32.3,24,4,3,1,3,2,0,0,0,1
7681,Healthcare,True,8.2,6,Decreased,Medium,Decreased,False,False,No Change,Secure,Fair,Moderate,65.2,56,14,2,-1,2,2,2,1,0,0
7682,Healthcare,True,7.1,8,Decreased,High,Increased,False,True,Decreased,Uncertain,Good,Moderate,37.9,29,6,3,1,3,2,1,1,0,1
7683,Finance,True,9.5,7,Decreased,Medium,No Change,False,True,No Change,Secure,Excellent,Minor,87.4,53,10,2,0,4,1,2,1,0,1
7684,Retail,False,8.5,3,No Change,High,Increased,False,False,Increased,At Risk,Poor,Minor,8.9,43,16,3,1,1,1,0,0,0,0
7685,Education,True,9.7,3,Decreased,High,Decreased,True,False,No Change,Uncertain,Fair,Moderate,28.2,40,7,3,-1,2,2,1,1,1,0
7686,Finance,True,9.2,5,Decreased,High,No Change,True,True,Decreased,At Risk,Excellent,Severe,18.7,50,8,3,0,4,3,0,1,1,1
7687,IT,True,10.9,3,Decreased,High,Increased,False,True,No Change,Secure,Excellent,Minor,65.7,46,13,3,1,4,1,2,1,0,1
7688,Education,True,11.0,8,Decreased,High,Decreased,False,False,Increased,Secure,Excellent,Moderate,70.0,32,12,3,-1,4,2,2,1,0,0
7689,Finance,True,6.6,5,Decreased,Low,Decreased,True,False,No Change,Uncertain,Fair,Moderate,57.4,29,9,1,-1,2,2,1,1,1,0
7690,Retail,True,10.8,7,Decreased,High,Decreased,False,False,No Change,Uncertain,Fair,Severe,48.4,27,7,3,-1,2,3,1,1,0,0
7691,IT,False,10.6,4,Increased,High,No Change,False,False,Decreased,Secure,Fair,Minor,52.5,55,18,3,0,2,1,2,0,0,0
7692,Finance,True,6.5,6,Decreased,High,No Change,False,False,No Change,Uncertain,Poor,Minor,26.4,52,20,3,0,1,1,1,1,0,0
7693,Retail,True,10.0,4,Decreased,High,No Change,False,False,No Change,Secure,Excellent,Moderate,83.1,22,2,3,0,4,2,2,1,0,0
7694,Retail,True,9.3,8,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Good,Moderate,71.7,60,18,2,-1,3,2,1,1,0,0
7695,Healthcare,True,10.3,7,Decreased,High,No Change,False,True,Decreased,At Risk,Fair,Minor,24.1,43,23,3,0,2,1,0,1,0,1
7696,Healthcare,True,9.7,6,Decreased,High,Decreased,False,True,Increased,Uncertain,Poor,Severe,25.7,59,8,3,-1,1,3,1,1,0,1
7697,Education,False,9.2,2,No Change,High,Decreased,True,False,Decreased,At Risk,Fair,Moderate,7.2,25,5,3,-1,2,2,0,0,1,0
7698,Healthcare,True,6.4,7,Decreased,Medium,No Change,False,False,Increased,Secure,Excellent,None,88.8,34,3,2,0,4,0,2,1,0,0
7699,IT,True,9.1,8,Decreased,Medium,Increased,False,True,Decreased,Secure,Excellent,Moderate,94.2,48,13,2,1,4,2,2,1,0,1
7700,Education,True,9.3,6,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Excellent,Moderate,71.2,49,20,2,-1,4,2,1,1,0,0
7701,Healthcare,True,10.7,8,Decreased,High,No Change,False,False,No Change,Secure,Good,Severe,68.7,36,10,3,0,3,3,2,1,0,0
7702,Healthcare,False,9.9,5,Increased,High,Increased,False,True,No Change,Uncertain,Excellent,None,45.6,49,18,3,1,4,0,1,0,0,1
7703,IT,True,6.5,4,No Change,High,Increased,False,False,No Change,Secure,Excellent,Severe,67.7,48,18,3,1,4,3,2,1,0,0
7704,Retail,True,10.6,8,Decreased,High,Decreased,True,False,No Change,Uncertain,Good,Minor,36.8,45,23,3,-1,3,1,1,1,1,0
7705,Healthcare,True,9.2,8,Decreased,High,Decreased,False,False,Decreased,At Risk,Excellent,Severe,38.8,45,25,3,-1,4,3,0,1,0,0
7706,Finance,True,7.8,5,Decreased,Medium,Increased,False,False,Decreased,Secure,Poor,Minor,62.2,51,0,2,1,1,1,2,1,0,0
7707,Finance,True,7.8,3,Decreased,Medium,Decreased,False,False,Decreased,Secure,Good,Minor,77.8,54,14,2,-1,3,1,2,1,0,0
7708,Education,True,7.4,4,Decreased,High,No Change,False,False,Decreased,Uncertain,Good,Moderate,53.1,25,5,3,0,3,2,1,1,0,0
7709,Finance,False,10.1,2,Decreased,Medium,No Change,False,True,Decreased,Uncertain,Poor,Moderate,43.7,61,24,2,0,1,2,1,0,0,1
7710,Healthcare,True,8.8,7,Decreased,Medium,No Change,False,True,No Change,Uncertain,Fair,Severe,57.3,52,12,2,0,2,3,1,1,0,1
7711,Finance,True,10.1,6,Decreased,Medium,Decreased,False,True,Decreased,Uncertain,Fair,None,46.7,33,13,2,-1,2,0,1,1,0,1
7712,IT,True,8.4,3,Decreased,High,Decreased,False,False,No Change,Secure,Good,Moderate,69.3,60,13,3,-1,3,2,2,1,0,0
7713,Healthcare,False,7.7,5,No Change,High,Decreased,True,False,Decreased,At Risk,Excellent,Minor,28.4,28,8,3,-1,4,1,0,0,1,0
7714,Retail,True,7.5,8,Decreased,High,No Change,False,False,No Change,At Risk,Poor,Moderate,1.1,43,23,3,0,1,2,0,1,0,0
7715,Finance,True,10.8,8,Decreased,High,Increased,False,False,No Change,Secure,Poor,Moderate,53.2,24,4,3,1,1,2,2,1,0,0
7716,Healthcare,True,8.5,8,Decreased,High,No Change,False,True,No Change,Uncertain,Good,Severe,50.9,55,9,3,0,3,3,1,1,0,1
7717,Healthcare,True,10.7,6,No Change,High,Decreased,False,False,No Change,Uncertain,Fair,Moderate,43.5,38,5,3,-1,2,2,1,1,0,0
7718,IT,True,10.3,6,Decreased,High,Increased,False,False,Increased,Secure,Fair,Minor,67.0,59,4,3,1,2,1,2,1,0,0
7719,Healthcare,True,7.6,4,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Good,Minor,56.9,38,3,2,-1,3,1,1,1,0,0
7720,Retail,True,8.2,4,Decreased,Medium,No Change,True,True,Decreased,Uncertain,Excellent,Minor,45.0,35,15,2,0,4,1,1,1,1,1
7721,IT,True,10.9,4,No Change,Medium,No Change,False,True,Decreased,Secure,Excellent,Moderate,94.5,28,8,2,0,4,2,2,1,0,1
7722,Retail,True,9.8,4,Decreased,Medium,Decreased,True,False,No Change,Uncertain,Good,Moderate,44.8,58,1,2,-1,3,2,1,1,1,0
7723,Retail,True,8.0,7,No Change,Medium,Decreased,False,False,Increased,Secure,Excellent,Minor,95.6,29,9,2,-1,4,1,2,1,0,0
7724,Retail,False,10.2,5,Decreased,High,No Change,False,True,Decreased,Secure,Good,None,74.1,58,10,3,0,3,0,2,0,0,1
7725,IT,True,9.3,8,Decreased,Medium,Decreased,False,False,Increased,Secure,Excellent,Severe,96.1,23,3,2,-1,4,3,2,1,0,0
7726,Retail,True,8.9,8,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Fair,Moderate,61.0,23,2,2,-1,2,2,1,1,0,0
7727,Healthcare,False,6.4,4,Decreased,High,No Change,False,False,Increased,Uncertain,Fair,Severe,44.4,43,8,3,0,2,3,1,0,0,0
7728,Retail,True,8.3,4,Decreased,Medium,No Change,False,False,Decreased,Secure,Good,Severe,92.2,57,10,2,0,3,3,2,1,0,0
7729,Finance,True,9.1,7,Decreased,High,No Change,True,True,Increased,Secure,Good,Severe,45.8,54,19,3,0,3,3,2,1,1,1
7730,Retail,False,9.5,2,No Change,High,No Change,False,False,Increased,At Risk,Good,Minor,31.1,60,9,3,0,3,1,0,0,0,0
7731,Education,False,10.8,5,No Change,Low,Increased,False,False,Increased,Uncertain,Good,None,86.5,33,0,1,1,3,0,1,0,0,0
7732,Finance,True,8.5,4,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Excellent,Minor,65.4,62,22,2,-1,4,1,1,1,0,0
7733,Retail,True,9.7,8,Decreased,High,Decreased,False,False,Decreased,At Risk,Good,Minor,27.7,62,14,3,-1,3,1,0,1,0,0
7734,Education,True,7.4,3,Decreased,Medium,Increased,False,False,No Change,Uncertain,Fair,Moderate,64.9,42,11,2,1,2,2,1,1,0,0
7735,Education,True,6.6,8,Decreased,Medium,No Change,False,True,No Change,Uncertain,Good,Moderate,56.7,30,10,2,0,3,2,1,1,0,1
7736,Finance,True,10.8,6,Decreased,High,Increased,False,False,No Change,Uncertain,Excellent,Moderate,63.4,50,21,3,1,4,2,1,1,0,0
7737,Finance,True,7.5,4,Decreased,Medium,Increased,False,False,Decreased,Uncertain,Poor,Moderate,38.2,48,22,2,1,1,2,1,1,0,0
7738,Education,False,8.6,4,Decreased,Medium,Decreased,True,False,No Change,Secure,Poor,Moderate,57.7,43,3,2,-1,1,2,2,0,1,0
7739,Finance,True,10.5,4,Decreased,Medium,Decreased,False,False,No Change,Secure,Poor,Severe,71.5,49,13,2,-1,1,3,2,1,0,0
7740,Education,True,10.1,8,Decreased,Medium,Decreased,False,False,Decreased,At Risk,Poor,Moderate,34.0,49,15,2,-1,1,2,0,1,0,0
7741,Healthcare,False,10.8,2,Decreased,High,Decreased,False,False,Increased,Secure,Good,None,64.0,58,0,3,-1,3,0,2,0,0,0
7742,Finance,True,7.3,4,Decreased,Low,Increased,True,True,Decreased,Uncertain,Good,Moderate,51.3,62,11,1,1,3,2,1,1,1,1
7743,Healthcare,True,6.3,4,Decreased,High,Decreased,True,True,No Change,Secure,Good,Moderate,58.3,33,13,3,-1,3,2,2,1,1,1
7744,Finance,True,6.8,3,Decreased,Medium,Increased,False,False,No Change,At Risk,Fair,Severe,25.5,28,8,2,1,2,3,0,1,0,0
7745,Healthcare,True,9.1,3,Decreased,High,No Change,False,False,No Change,Uncertain,Fair,Minor,38.6,56,13,3,0,2,1,1,1,0,0
7746,Finance,True,9.2,8,Decreased,Medium,Increased,True,False,Decreased,At Risk,Poor,Minor,13.0,58,27,2,1,1,1,0,1,1,0
7747,Education,True,9.2,6,Decreased,High,No Change,False,False,Decreased,At Risk,Fair,Severe,13.5,44,21,3,0,2,3,0,1,0,0
7748,Education,True,8.2,8,Decreased,High,Decreased,False,True,No Change,Uncertain,Fair,Severe,29.2,24,4,3,-1,2,3,1,1,0,1
7749,Education,False,9.2,4,Decreased,High,Decreased,False,True,Decreased,Uncertain,Poor,None,23.6,44,15,3,-1,1,0,1,0,0,1
7750,Healthcare,True,8.5,6,Decreased,Medium,Decreased,False,True,No Change,At Risk,Good,Moderate,45.7,41,21,2,-1,3,2,0,1,0,1
7751,Education,True,10.5,7,Decreased,Low,Decreased,False,False,Increased,Secure,Good,Moderate,100.0,26,4,1,-1,3,2,2,1,0,0
7752,Education,True,6.5,3,No Change,High,Decreased,False,False,Decreased,At Risk,Excellent,Moderate,26.2,50,24,3,-1,4,2,0,1,0,0
7753,Finance,True,8.7,3,No Change,High,No Change,False,True,Decreased,Secure,Fair,Moderate,52.3,31,11,3,0,2,2,2,1,0,1
7754,Retail,True,9.3,5,Decreased,High,Decreased,True,False,Decreased,Secure,Fair,Severe,40.1,35,8,3,-1,2,3,2,1,1,0
7755,Education,False,8.5,5,Increased,Medium,No Change,False,False,Decreased,Secure,Good,Minor,90.1,57,17,2,0,3,1,2,0,0,0
7756,Education,True,7.0,5,Decreased,Low,Increased,False,True,Increased,At Risk,Fair,Moderate,41.9,41,2,1,1,2,2,0,1,0,1
7757,IT,True,10.4,4,Decreased,Medium,Increased,False,True,Increased,At Risk,Excellent,Moderate,40.1,22,2,2,1,4,2,0,1,0,1
7758,Education,True,9.6,4,Decreased,High,Increased,False,True,Increased,At Risk,Excellent,Severe,36.4,50,1,3,1,4,3,0,1,0,1
7759,Retail,True,6.4,6,Decreased,Medium,Decreased,False,False,Decreased,Secure,Excellent,Severe,93.3,40,1,2,-1,4,3,2,1,0,0
7760,Retail,True,7.4,6,No Change,High,Decreased,False,True,Increased,Secure,Poor,Minor,51.2,25,5,3,-1,1,1,2,1,0,1
7761,Retail,True,7.9,7,No Change,High,No Change,False,False,No Change,Uncertain,Poor,Severe,23.2,53,25,3,0,1,3,1,1,0,0
7762,Finance,True,9.6,5,No Change,High,Decreased,True,False,Increased,Uncertain,Poor,Moderate,16.4,26,4,3,-1,1,2,1,1,1,0
7763,Healthcare,True,9.0,7,Decreased,Medium,Decreased,False,True,No Change,Secure,Fair,Moderate,79.1,32,10,2,-1,2,2,2,1,0,1
7764,Healthcare,True,6.8,5,Decreased,Medium,Increased,False,False,No Change,Uncertain,Excellent,None,74.4,61,17,2,1,4,0,1,1,0,0
7765,IT,True,8.1,4,Decreased,High,Increased,True,True,No Change,Uncertain,Excellent,Severe,38.0,37,14,3,1,4,3,1,1,1,1
7766,Finance,True,6.4,7,Decreased,Medium,No Change,False,True,Increased,Secure,Poor,None,62.5,38,5,2,0,1,0,2,1,0,1
7767,Finance,False,10.3,4,No Change,Medium,Decreased,False,False,No Change,At Risk,Fair,None,27.6,48,16,2,-1,2,0,0,0,0,0
7768,Retail,True,9.6,5,Decreased,Medium,Increased,False,True,Decreased,Uncertain,Fair,Severe,42.3,26,5,2,1,2,3,1,1,0,1
7769,Retail,False,10.7,3,Decreased,High,Decreased,False,False,No Change,Secure,Excellent,Minor,69.2,33,13,3,-1,4,1,2,0,0,0
7770,Healthcare,True,10.5,8,No Change,High,No Change,False,False,Decreased,Secure,Excellent,None,84.5,38,16,3,0,4,0,2,1,0,0
7771,Finance,True,7.6,5,Decreased,Low,No Change,True,False,No Change,Uncertain,Excellent,Moderate,79.8,61,8,1,0,4,2,1,1,1,0
7772,Finance,True,9.8,4,Decreased,Medium,Decreased,False,True,No Change,Secure,Good,Severe,87.5,29,9,2,-1,3,3,2,1,0,1
7773,Retail,True,10.4,7,Decreased,High,Decreased,False,False,No Change,Uncertain,Good,Moderate,43.4,47,5,3,-1,3,2,1,1,0,0
7774,IT,True,6.4,8,No Change,Medium,Increased,True,False,No Change,Secure,Excellent,Severe,82.5,37,17,2,1,4,3,2,1,1,0
7775,Finance,True,10.7,7,Decreased,High,Decreased,True,False,No Change,At Risk,Fair,Moderate,0.4,57,1,3,-1,2,2,0,1,1,0
7776,Retail,True,7.3,8,Decreased,High,No Change,False,False,No Change,At Risk,Good,Severe,26.4,51,16,3,0,3,3,0,1,0,0
7777,IT,True,7.9,6,Decreased,High,Increased,True,False,No Change,At Risk,Good,Severe,20.4,34,8,3,1,3,3,0,1,1,0
7778,Finance,False,7.3,5,Decreased,High,Increased,False,False,No Change,Uncertain,Excellent,None,52.4,48,8,3,1,4,0,1,0,0,0
7779,Education,True,6.5,3,Decreased,Low,No Change,False,False,No Change,Secure,Good,Minor,99.8,44,19,1,0,3,1,2,1,0,0
7780,Education,True,9.7,8,Decreased,Low,Increased,False,False,Decreased,Secure,Excellent,Severe,100.0,49,21,1,1,4,3,2,1,0,0
7781,Finance,True,10.6,7,Decreased,High,Increased,True,True,No Change,At Risk,Good,None,2.5,29,9,3,1,3,0,0,1,1,1
7782,IT,False,7.3,4,Increased,Low,Decreased,False,False,No Change,Secure,Good,None,100.0,39,13,1,-1,3,0,2,0,0,0
7783,Retail,True,8.2,4,Decreased,Medium,Decreased,False,False,Increased,Secure,Good,Moderate,75.1,27,7,2,-1,3,2,2,1,0,0
7784,Finance,False,7.9,3,Decreased,Medium,Increased,False,True,No Change,At Risk,Fair,Minor,39.5,35,7,2,1,2,1,0,0,0,1
7785,Education,False,6.8,2,Decreased,Medium,Decreased,False,True,Decreased,Secure,Good,None,73.8,22,2,2,-1,3,0,2,0,0,1
7786,Education,False,9.4,5,Decreased,Medium,No Change,False,True,No Change,Secure,Good,None,86.9,49,19,2,0,3,0,2,0,0,1
7787,Education,True,8.6,6,Decreased,Medium,Increased,False,False,No Change,Secure,Excellent,Severe,94.6,26,6,2,1,4,3,2,1,0,0
7788,Healthcare,False,7.2,2,Decreased,High,Decreased,True,True,No Change,Secure,Fair,None,47.6,24,4,3,-1,2,0,2,0,1,1
7789,IT,False,9.7,3,No Change,High,No Change,True,False,Decreased,Uncertain,Excellent,Minor,36.5,50,6,3,0,4,1,1,0,1,0
7790,Healthcare,True,9.9,7,No Change,High,Decreased,False,False,Decreased,Secure,Poor,Moderate,41.5,54,26,3,-1,1,2,2,1,0,0
7791,Retail,True,6.5,4,Decreased,High,Decreased,True,False,Increased,Uncertain,Poor,Minor,22.0,61,26,3,-1,1,1,1,1,1,0
7792,Education,False,7.0,3,Decreased,Low,Increased,True,False,No Change,At Risk,Good,Minor,42.6,28,8,1,1,3,1,0,0,1,0
7793,Finance,True,9.9,4,Decreased,High,No Change,False,True,Decreased,Secure,Excellent,Severe,65.2,62,8,3,0,4,3,2,1,0,1
7794,IT,True,6.9,8,Decreased,Low,No Change,False,False,Decreased,Secure,Excellent,Severe,100.0,53,1,1,0,4,3,2,1,0,0
7795,IT,True,7.1,6,No Change,Low,Decreased,False,False,No Change,At Risk,Fair,Minor,52.2,46,6,1,-1,2,1,0,1,0,0
7796,Education,True,9.2,6,Decreased,High,Decreased,True,False,No Change,Secure,Fair,Minor,48.2,52,22,3,-1,2,1,2,1,1,0
7797,Education,True,9.3,6,Decreased,Medium,Decreased,False,False,Decreased,Secure,Excellent,Moderate,93.3,24,1,2,-1,4,2,2,1,0,0
7798,Finance,True,6.9,4,Decreased,High,Increased,False,False,No Change,Secure,Good,Severe,75.0,29,9,3,1,3,3,2,1,0,0
7799,Education,True,8.9,4,Decreased,Medium,Decreased,False,True,Decreased,Uncertain,Good,Moderate,53.3,61,24,2,-1,3,2,1,1,0,1
7800,Finance,True,6.3,4,No Change,Low,Increased,False,False,Decreased,Uncertain,Good,Moderate,87.0,58,21,1,1,3,2,1,1,0,0
7801,Education,True,7.0,3,Decreased,Medium,Increased,False,False,Increased,Secure,Good,Minor,78.6,55,24,2,1,3,1,2,1,0,0
7802,Education,True,8.6,6,Decreased,Medium,No Change,False,True,No Change,Secure,Good,Minor,85.9,46,17,2,0,3,1,2,1,0,1
7803,Finance,True,10.1,6,Decreased,Medium,No Change,False,False,Increased,Secure,Excellent,Moderate,81.7,43,23,2,0,4,2,2,1,0,0
7804,Education,True,8.1,8,Decreased,Low,Increased,False,True,Increased,Secure,Good,Severe,90.5,50,2,1,1,3,3,2,1,0,1
7805,IT,True,7.6,7,Decreased,High,Increased,False,True,Decreased,Secure,Excellent,None,67.4,37,11,3,1,4,0,2,1,0,1
7806,Education,True,8.9,8,Decreased,Low,No Change,False,True,Decreased,At Risk,Good,Minor,56.5,50,3,1,0,3,1,0,1,0,1
7807,Education,False,8.3,3,Increased,Low,Decreased,False,True,No Change,At Risk,Good,None,58.3,42,2,1,-1,3,0,0,0,0,1
7808,Education,False,8.3,3,Decreased,Low,Decreased,False,False,No Change,Uncertain,Excellent,Minor,77.0,46,18,1,-1,4,1,1,0,0,0
7809,Retail,True,8.8,3,No Change,High,No Change,True,False,Decreased,Uncertain,Good,Severe,26.2,41,21,3,0,3,3,1,1,1,0
7810,Finance,True,10.8,5,Decreased,Low,Increased,True,False,No Change,Secure,Excellent,None,80.7,24,4,1,1,4,0,2,1,1,0
7811,Finance,True,9.2,6,Decreased,High,Increased,True,False,Decreased,Secure,Poor,Minor,43.8,27,7,3,1,1,1,2,1,1,0
7812,Finance,True,9.5,7,Decreased,High,No Change,False,False,No Change,Secure,Excellent,Minor,66.6,56,2,3,0,4,1,2,1,0,0
7813,Retail,True,8.3,4,Decreased,Medium,No Change,True,False,Increased,Secure,Excellent,None,84.8,29,9,2,0,4,0,2,1,1,0
7814,Education,True,10.6,4,No Change,Medium,Increased,False,False,Decreased,At Risk,Poor,None,22.5,38,5,2,1,1,0,0,1,0,0
7815,Healthcare,True,8.0,6,Decreased,Medium,No Change,False,True,Increased,Secure,Excellent,Minor,86.0,46,8,2,0,4,1,2,1,0,1
7816,Finance,True,9.0,7,Decreased,Low,No Change,True,False,No Change,Secure,Fair,None,74.0,57,6,1,0,2,0,2,1,1,0
7817,IT,True,10.8,6,Decreased,Medium,Decreased,False,True,No Change,Uncertain,Excellent,Severe,64.5,29,9,2,-1,4,3,1,1,0,1
7818,Education,True,8.4,5,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Good,Moderate,72.3,34,14,2,-1,3,2,1,1,0,0
7819,Healthcare,True,8.2,7,Decreased,High,Decreased,False,False,Increased,Uncertain,Good,Minor,49.7,26,6,3,-1,3,1,1,1,0,0
7820,Healthcare,True,6.1,3,No Change,Medium,Decreased,False,False,Decreased,Uncertain,Good,Moderate,74.9,51,25,2,-1,3,2,1,1,0,0
7821,Finance,False,8.1,3,No Change,Low,Decreased,False,True,No Change,Uncertain,Fair,None,72.5,30,8,1,-1,2,0,1,0,0,1
7822,IT,False,7.6,2,Decreased,Medium,Decreased,True,True,No Change,Secure,Fair,Moderate,60.1,43,13,2,-1,2,2,2,0,1,1
7823,Finance,False,10.4,2,No Change,High,Increased,True,False,Decreased,Secure,Excellent,None,65.6,28,8,3,1,4,0,2,0,1,0
7824,Education,True,9.5,3,Decreased,Medium,Decreased,False,False,No Change,Secure,Good,Moderate,94.2,31,5,2,-1,3,2,2,1,0,0
7825,Retail,True,9.4,3,Decreased,High,No Change,False,True,Decreased,Secure,Fair,Severe,58.1,34,8,3,0,2,3,2,1,0,1
7826,Healthcare,True,6.6,8,Decreased,High,Increased,False,True,Decreased,Secure,Excellent,Moderate,66.8,59,28,3,1,4,2,2,1,0,1
7827,Finance,True,9.3,4,Decreased,Medium,Increased,False,True,No Change,At Risk,Good,Moderate,33.5,47,19,2,1,3,2,0,1,0,1
7828,Finance,True,11.0,8,Decreased,Medium,Decreased,True,False,Increased,Uncertain,Good,Moderate,57.7,44,3,2,-1,3,2,1,1,1,0
7829,Education,True,10.0,3,Decreased,High,No Change,True,False,No Change,Secure,Fair,Moderate,54.5,40,20,3,0,2,2,2,1,1,0
7830,Healthcare,True,8.1,6,No Change,Medium,Decreased,False,False,No Change,Secure,Poor,Minor,55.4,62,29,2,-1,1,1,2,1,0,0
7831,Healthcare,True,7.7,8,Decreased,High,Increased,False,True,Increased,Secure,Excellent,Moderate,73.4,48,5,3,1,4,2,2,1,0,1
7832,Finance,True,10.6,4,Decreased,Medium,No Change,True,False,No Change,At Risk,Excellent,Minor,39.4,60,27,2,0,4,1,0,1,1,0
7833,Education,True,6.4,3,Decreased,High,Decreased,False,False,No Change,Secure,Fair,Minor,65.3,58,10,3,-1,2,1,2,1,0,0
7834,Education,True,7.1,4,Decreased,Low,No Change,False,False,No Change,At Risk,Excellent,Minor,68.4,51,27,1,0,4,1,0,1,0,0
7835,Healthcare,True,6.6,4,Decreased,Medium,Decreased,False,False,No Change,Secure,Fair,Moderate,73.0,41,18,2,-1,2,2,2,1,0,0
7836,Healthcare,True,8.8,7,Decreased,High,Increased,False,False,No Change,Uncertain,Fair,None,38.4,32,12,3,1,2,0,1,1,0,0
7837,Education,True,9.8,5,Decreased,High,Decreased,False,True,No Change,At Risk,Poor,None,0.0,45,4,3,-1,1,0,0,1,0,1
7838,Retail,True,10.9,6,Decreased,High,No Change,False,True,Decreased,Uncertain,Poor,Minor,15.1,34,11,3,0,1,1,1,1,0,1
7839,Finance,False,8.7,5,Increased,Medium,Increased,False,False,No Change,At Risk,Poor,None,28.2,28,8,2,1,1,0,0,0,0,0
7840,Retail,False,7.4,2,Decreased,Medium,Decreased,False,True,Increased,At Risk,Poor,Moderate,23.7,58,16,2,-1,1,2,0,0,0,1
7841,IT,True,8.7,5,Decreased,High,No Change,False,False,Decreased,Secure,Good,Moderate,61.4,61,12,3,0,3,2,2,1,0,0
7842,Retail,True,8.3,8,Decreased,Medium,Decreased,False,True,No Change,At Risk,Fair,Minor,30.6,30,10,2,-1,2,1,0,1,0,1
7843,Healthcare,True,7.0,6,No Change,Medium,Increased,False,True,Decreased,Secure,Poor,Minor,63.9,51,1,2,1,1,1,2,1,0,1
7844,Finance,True,10.4,8,Decreased,High,Increased,True,True,No Change,Secure,Excellent,Moderate,49.1,56,2,3,1,4,2,2,1,1,1
7845,Healthcare,True,9.6,5,Decreased,High,Decreased,False,True,No Change,Secure,Good,Minor,58.3,41,21,3,-1,3,1,2,1,0,1
7846,Finance,True,8.1,7,Decreased,High,Increased,False,True,Decreased,At Risk,Fair,Moderate,17.3,36,2,3,1,2,2,0,1,0,1
7847,Healthcare,True,9.7,4,Decreased,High,No Change,False,True,Decreased,Secure,Excellent,Minor,72.2,22,2,3,0,4,1,2,1,0,1
7848,Healthcare,True,10.7,6,Decreased,Medium,Decreased,False,False,Decreased,At Risk,Good,Moderate,43.6,58,1,2,-1,3,2,0,1,0,0
